Sentence,Context_PP1,Context_PP2,Context_PP1_simple,Context_PP2_simple,PP1_simple,PP2_simple,Verb,PP1,PP2,PP1_len,PP2_len,Adp1,Adp2,NP1,NP2,PP1_Pronom,PP2_Pronom,PP1_Type,PP2_Type,Position,Language
"АМАП стаў выцісьняць людзей з плошчы , больш за 20 чалавек на дадзены момант затрымалі .","АМАП стаў выцісьняць людзей з плошчы , больш за 20 чалавек","АМАП стаў выцісьняць людзей з плошчы , больш на дадзены момант","АМАП стаў выцісьняць людзей з плошчы , больш за чалавек","АМАП стаў выцісьняць людзей з плошчы , больш на момант",за чалавек,на момант,затрымаць,за 20 чалавек,на дадзены момант,3,3,за,на,чалавек,момант,NOUN,NOUN,prepositional,prepositional,Preverbal,Belarusian
<strong> Людзі зьбіраюцца на праспэкце Машэрава ў Менску </strong>,<strong> Людзі зьбіраюцца на праспэкце Машэрава,<strong> Людзі зьбіраюцца ў Менску,<strong> Людзі зьбіраюцца на праспэкце,<strong> Людзі зьбіраюцца ў Менску,на праспэкт,у Менск,зьбірацца,на праспэкце Машэрава,ў Менску,3,2,на,у,праспэкт,Менск,NOUN,PROPN,prepositional,prepositional,Postverbal,Belarusian
"У Менску ў раёне Нямігі сабраліся людзі , выкрыкваюць лёзунгі , сыгналяць машыны .",У Менску,ў раёне Нямігі,У Менску,ў раёне,у Менск,у раён,сабрацца,У Менску,ў раёне Нямігі,2,3,у,у,Менск,раён,PROPN,NOUN,prepositional,prepositional,Preverbal,Belarusian
У 22 . 00 у Бабруйску АМАП пачаў зачыстку плошчы Леніна .,У 22 . 00,у Бабруйску,У 22,у Бабруйску,у 22,у Бабруйск,пачаць,У 22 . 00,у Бабруйску,4,2,у,у,22,Бабруйск,ADJ,PROPN,prepositional,prepositional,Preverbal,Belarusian
Што адбывалася ўчора ў Менску на вуліцы !,Што адбывалася ўчора ў Менску,Што адбывалася ўчора на вуліцы,Што адбывалася ўчора ў Менску,Што адбывалася ўчора на вуліцы,у Менск,на вуліца,адбывацца,ў Менску,на вуліцы,2,2,у,на,Менск,вуліца,PROPN,NOUN,prepositional,prepositional,Postverbal,Belarusian
У вайсковым шпіталі ў Менску застаюцца 18 зьбітых падчас разгону пратэстаў,У вайсковым шпіталі,ў Менску,У шпіталі,ў Менску,у шпіталь,у Менск,заставацца,У вайсковым шпіталі,ў Менску,3,2,у,у,шпіталь,Менск,NOUN,PROPN,prepositional,prepositional,Preverbal,Belarusian
Ціханоўская адрэагавала на начны разгон у Менску ⚡️,Ціханоўская адрэагавала на начны разгон,Ціханоўская адрэагавала у Менску,Ціханоўская адрэагавала на разгон,Ціханоўская адрэагавала у Менску,на разгон,у Менск,адрэагаваць,на начны разгон,у Менску,3,2,на,у,разгон,Менск,NOUN,PROPN,prepositional,prepositional,Postverbal,Belarusian
"Паводле « Сумленных людзей » , каля ста камісій па ўсёй краіне ўжо апублікавалі сумленныя вынікі , у якіх перавага галасоў на баку Сьвятланы Ціханоўскай , паводле супольнасьці , уражвае .","Паводле « Сумленных людзей » , каля ста камісій па ўсёй краіне ўжо апублікавалі сумленныя вынікі , у якіх","Паводле « Сумленных людзей » , каля ста камісій па ўсёй краіне ўжо апублікавалі сумленныя вынікі , , паводле супольнасьці","Паводле « Сумленных людзей » , каля ста камісій па ўсёй краіне ўжо апублікавалі сумленныя вынікі , у якіх","Паводле « Сумленных людзей » , каля ста камісій па ўсёй краіне ўжо апублікавалі сумленныя вынікі , паводле супольнасьці",у які,паводле супольнасьць,уражваць,у якіх,", паводле супольнасьці",2,3,у,паводле,які,супольнасьць,PRON,NOUN,prepositional,prepositional,Preverbal,Belarusian
"На фатаздымках , зробленых у Менску падчас разгону мірных маніфэстанцыяў 9 жніўня , бачны год вырабу сьвятлошумавых гранат — 2012 .","На фатаздымках , зробленых у Менску","На фатаздымках , зробленых падчас разгону мірных маніфэстанцыяў 9 жніўня","На фатаздымках , зробленых у Менску","На фатаздымках , зробленых падчас разгону",у Менск,падчас разгон,зрабіць,у Менску,падчас разгону мірных маніфэстанцыяў 9 жніўня,2,6,у,падчас,Менск,разгон,PROPN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"10 жніўня сваякі і сябры затрыманых падчас акцыі пратэсту супраць фальсыфікацыі прэзыдэнцкіх выбараў 9 жніўня прыйшлі да менскага ізалятара часовага ўтрыманьня на вуліцы Акрэсьціна , каб даведацца , ці тут іх сваякі і перадаць перадачы .",10 жніўня сваякі і сябры затрыманых падчас акцыі пратэсту супраць фальсыфікацыі прэзыдэнцкіх выбараў 9 жніўня прыйшлі да менскага ізалятара часовага ўтрыманьня,10 жніўня сваякі і сябры затрыманых падчас акцыі пратэсту супраць фальсыфікацыі прэзыдэнцкіх выбараў 9 жніўня прыйшлі на вуліцы Акрэсьціна,10 жніўня сваякі і сябры затрыманых падчас акцыі пратэсту супраць фальсыфікацыі прэзыдэнцкіх выбараў 9 жніўня прыйшлі да ізалятара,10 жніўня сваякі і сябры затрыманых падчас акцыі пратэсту супраць фальсыфікацыі прэзыдэнцкіх выбараў 9 жніўня прыйшлі на вуліцы,да ізалятар,на вуліца,прыйсці,да менскага ізалятара часовага ўтрыманьня,на вуліцы Акрэсьціна,5,3,да,на,ізалятар,вуліца,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
Ціханоўская з паплечнікамі зайшла ў ЦВК каля 16 -1 гадзіны .,Ціханоўская з паплечнікамі зайшла ў ЦВК,Ціханоўская з паплечнікамі зайшла каля 16 -1 гадзіны,Ціханоўская з паплечнікамі зайшла ў ЦВК,Ціханоўская з паплечнікамі зайшла каля гадзіны,у ЦВК,каля гадзіна,зайсці,ў ЦВК,каля 16 -1 гадзіны,2,4,у,каля,ЦВК,гадзіна,PROPN,NOUN,prepositional,prepositional,Postverbal,Belarusian
<strong> Былы дарадца Пуціна : Беларускія сілавікі будуць дамаўляцца з Масквой без Лукашэнкі </strong>,<strong> Былы дарадца Пуціна : Беларускія сілавікі будуць дамаўляцца з Масквой,<strong> Былы дарадца Пуціна : Беларускія сілавікі будуць дамаўляцца без Лукашэнкі,<strong> Былы дарадца Пуціна : Беларускія сілавікі будуць дамаўляцца з Масквой,<strong> Былы дарадца Пуціна : Беларускія сілавікі будуць дамаўляцца без Лукашэнкі,з Масква,без Лукашэнка,дамаўляцца,з Масквой,без Лукашэнкі,2,2,з,без,Масква,Лукашэнка,PROPN,PROPN,prepositional,prepositional,Postverbal,Belarusian
У Барысаве людзі сталі на калені перад АМАПам !,У Барысаве людзі сталі на калені,У Барысаве людзі сталі перад АМАПам,У Барысаве людзі сталі на калені,У Барысаве людзі сталі перад АМАПам,на калена,перад АМАП,стаць,на калені,перад АМАПам,2,2,на,перад,калена,АМАП,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
<strong> На плошчы Леніна ў Гомлі пачынаецца разгон </strong>,<strong> На плошчы Леніна,<strong> ў Гомлі,<strong> На плошчы,<strong> ў Гомлі,на плошча,у Гомель,пачынацца,На плошчы Леніна,ў Гомлі,3,2,на,у,плошча,Гомель,NOUN,PROPN,prepositional,prepositional,Preverbal,Belarusian
"Яна знаходзілася зь ім у розных памяшканьнях , таму Максім Знак ня ведае , пра што зь ёй размаўлялі .",Яна знаходзілася зь ім,Яна знаходзілася у розных памяшканьнях,Яна знаходзілася зь ім,Яна знаходзілася у памяшканьнях,з ён,у памяшканьне,знаходзіцца,зь ім,у розных памяшканьнях,2,3,з,у,ён,памяшканьне,PRON,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Яна знаходзілася зь ім у розных памяшканьнях , таму Максім Знак ня ведае , пра што зь ёй размаўлялі .","Яна знаходзілася зь ім у розных памяшканьнях , таму Максім Знак ня ведае , пра што","Яна знаходзілася зь ім у розных памяшканьнях , таму Максім Знак ня ведае , зь ёй","Яна знаходзілася зь ім у розных памяшканьнях , таму Максім Знак ня ведае , пра што","Яна знаходзілася зь ім у розных памяшканьнях , таму Максім Знак ня ведае , зь ёй",пра што,з яна,размаўляць,пра што,зь ёй,2,2,пра,з,што,яна,PRON,PRON,prepositional,prepositional,Preverbal,Belarusian
У мітынгоўца на Пушкінскай плошчы моцна параненая нага .,У мітынгоўца,на Пушкінскай плошчы,У мітынгоўца,на плошчы,у мітынговец,на плошча,параніць,У мітынгоўца,на Пушкінскай плошчы,2,3,у,на,мітынговец,плошча,NOUN,NOUN,prepositional,prepositional,Preverbal,Belarusian
"У Ашмянах да гарвыканкаму прыйшлі людзі , скандуюць « Жыве Беларусь ! »",У Ашмянах,да гарвыканкаму,У Ашмянах,да гарвыканкаму,у Ашмяна,да гарвыканкам,прыйсці,У Ашмянах,да гарвыканкаму,2,2,у,да,Ашмяна,гарвыканкам,PROPN,NOUN,prepositional,prepositional,Preverbal,Belarusian
Некалькі тысяч чалавек знаходзяцца ў розных кропках на тэрыторыі на скрыжаваньні Пушкіна і Прытыцкага .,Некалькі тысяч чалавек знаходзяцца ў розных кропках,Некалькі тысяч чалавек знаходзяцца на тэрыторыі на скрыжаваньні Пушкіна і Прытыцкага,Некалькі тысяч чалавек знаходзяцца ў кропках,Некалькі тысяч чалавек знаходзяцца на тэрыторыі,у кропка,на тэрыторыя,знаходзіцца,ў розных кропках,на тэрыторыі на скрыжаваньні Пушкіна і Прытыцкага,3,7,у,на,кропка,тэрыторыя,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
АМАП вяртаецца ў спецтэхніку ў Менску,АМАП вяртаецца ў спецтэхніку,АМАП вяртаецца ў Менску,АМАП вяртаецца ў спецтэхніку,АМАП вяртаецца ў Менску,у спецтэхніка,у Менск,вяртацца,ў спецтэхніку,ў Менску,2,2,у,у,спецтэхніка,Менск,NOUN,PROPN,prepositional,prepositional,Postverbal,Belarusian
"00:00 Да ўнівэрсаму « Рыга » па вуліцы Сурганава паехалі 7 карэт хуткай дапамогі , на скрыжаваньні пр. Незалежнасьці і Сурганава адчуваецца пах газу , перадае карэспандэнт Свабоды .",00:00 Да ўнівэрсаму « Рыга »,00:00 па вуліцы Сурганава,00:00 Да ўнівэрсаму,00:00 па вуліцы,да унівэрсам,па вуліца,паехаць,Да ўнівэрсаму « Рыга »,па вуліцы Сурганава,5,3,да,па,унівэрсам,вуліца,NOUN,NOUN,prepositional,prepositional,Preverbal,Belarusian
Некалькі тысяч чалавек зьмясьціліся па вуліцы Прытыцкага ад скрыжаваньня з вуліцай Данілы Сердзіна да скрыжаваньня з Бельскага .,Некалькі тысяч чалавек зьмясьціліся па вуліцы Прытыцкага ад скрыжаваньня з вуліцай Данілы Сердзіна,Некалькі тысяч чалавек зьмясьціліся да скрыжаваньня з Бельскага,Некалькі тысяч чалавек зьмясьціліся па вуліцы,Некалькі тысяч чалавек зьмясьціліся да скрыжаваньня,па вуліца,да скрыжаваньне,зьмясьціцца,па вуліцы Прытыцкага ад скрыжаваньня з вуліцай Данілы Сердзіна,да скрыжаваньня з Бельскага,9,4,па,да,вуліца,скрыжаваньне,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Наш кор : Каля кансерваторыі на падыходах да Адміністрацыі прэзідэнта ў Менску ў шэсць шэрагаў стаяць амапаўцы , інфармуе карэспандэнт « Белсату » .",Наш кор : Каля кансерваторыі на падыходах да Адміністрацыі прэзідэнта ў Менску,Наш кор : ў шэсць шэрагаў,Наш кор : Каля кансерваторыі,Наш кор : ў шэрагаў,каля кансерваторыя,у шэраг,стаяць,Каля кансерваторыі на падыходах да Адміністрацыі прэзідэнта ў Менску,ў шэсць шэрагаў,9,3,каля,у,кансерваторыя,шэраг,NOUN,NOUN,prepositional,prepositional,Preverbal,Belarusian
"Некалькі соцень чалаве вярнуліся да Рыгі пасьля зачысткі , пачалі будаваць новыя барыкады",Некалькі соцень чалаве вярнуліся да Рыгі,Некалькі соцень чалаве вярнуліся пасьля зачысткі,Некалькі соцень чалаве вярнуліся да Рыгі,Некалькі соцень чалаве вярнуліся пасьля зачысткі,да Рыга,пасьля зачыстка,вярнуцца,да Рыгі,пасьля зачысткі,2,2,да,пасьля,Рыга,зачыстка,PROPN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Людзі разьбягаюцца ў двары перад і падчас атакі , а пасьля выходзяць на вуліцу Сурганава зноў , перадае карэспандэнт Свабоды .",Людзі разьбягаюцца ў двары,"Людзі разьбягаюцца перад і падчас атакі , а пасьля выходзяць на вуліцу Сурганава зноў , перадае карэспандэнт Свабоды",Людзі разьбягаюцца ў двары,Людзі разьбягаюцца перад атакі,у двор,перад атака,разьбягацца,ў двары,"перад і падчас атакі , а пасьля выходзяць на вуліцу Сурганава зноў , перадае карэспандэнт Свабоды",2,16,у,перад,двор,атака,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Па інфармацыі на 10 жніўня па падазрэньні ў зьдзяйсьненьні дадзеных злачынстваў затрымалі больш за 80 чалавек , паведамляе СК .",Па інфармацыі на 10 жніўня,па падазрэньні ў зьдзяйсьненьні дадзеных злачынстваў,Па інфармацыі,па падазрэньні,па інфармацыя,па падазрэньне,затрымаць,Па інфармацыі на 10 жніўня,па падазрэньні ў зьдзяйсьненьні дадзеных злачынстваў,5,6,па,па,інфармацыя,падазрэньне,NOUN,NOUN,prepositional,prepositional,Preverbal,Belarusian
"Як паведаміў Свабодзе адзін з рабочых , у цэху № 11 на сходзе прысутнічала каля 200 чалавек — кажа , « такіх сходаў не было з савецкіх часоў » .","Як паведаміў Свабодзе адзін з рабочых , у цэху","Як паведаміў Свабодзе адзін з рабочых , на сходзе","Як паведаміў Свабодзе адзін з рабочых , у цэху","Як паведаміў Свабодзе адзін з рабочых , на сходзе",у цэх,на сход,прысутнічаць,у цэху,на сходзе,2,2,у,на,цэх,сход,NOUN,NOUN,prepositional,prepositional,Preverbal,Belarusian
Ціханоўская зачытала з паперкі зварот з заклікам не выходзіць на плошчы,Ціханоўская зачытала з паперкі,Ціханоўская зачытала з заклікам,Ціханоўская зачытала з паперкі,Ціханоўская зачытала з заклікам,з паперка,з заклік,зачытаць,з паперкі,з заклікам,2,2,з,з,паперка,заклік,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
За гэты час у кабінэт заходзілі людзі з відэапаратурай .,За гэты час,у кабінэт,За час,у кабінэт,за час,у кабінэт,заходзіць,За гэты час,у кабінэт,3,2,за,у,час,кабінэт,NOUN,NOUN,prepositional,prepositional,Preverbal,Belarusian
Ён стаў на рэйкі з плякатам « Спыніце забіваць і калечыць людзей » .,Ён стаў на рэйкі,Ён стаў з плякатам,Ён стаў на рэйкі,Ён стаў з плякатам,на рэйка,з плякат,стаць,на рэйкі,з плякатам,2,2,на,з,рэйка,плякат,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"<strong> Відэзварот Сьвятланы Ціханоўскай , у якім яна з паперкі зачытала зварот да сваіх прыхільнікаў з заклікам не выходзіць на акцыі пратэсту , запісаны ў пакоі старшыні Цэнтарвыбаркаму Лідзіі Ярмошынай . </strong>","<strong> Відэзварот Сьвятланы Ціханоўскай , у якім яна з паперкі зачытала зварот да сваіх прыхільнікаў","<strong> Відэзварот Сьвятланы Ціханоўскай , у якім яна з паперкі зачытала зварот з заклікам","<strong> Відэзварот Сьвятланы Ціханоўскай , у якім яна з паперкі зачытала зварот да прыхільнікаў","<strong> Відэзварот Сьвятланы Ціханоўскай , у якім яна з паперкі зачытала зварот з заклікам",да прыхільнік,з заклік,зачытаць,да сваіх прыхільнікаў,з заклікам,3,2,да,з,прыхільнік,заклік,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"<strong> Віцебскі праваабаронца Павел Левінаў паведаміў карэспандэнту БелаПАН , </strong> што казаць аб колькасьці затрыманых падчас пратэстаў у Віцебску 9 і 10 жніўня складана .","<strong> Віцебскі праваабаронца Павел Левінаў паведаміў карэспандэнту БелаПАН , </strong> што казаць аб колькасьці затрыманых падчас пратэстаў у Віцебску 9 і 10 жніўня","<strong> Віцебскі праваабаронца Павел Левінаў паведаміў карэспандэнту БелаПАН , </strong> што казаць аб колькасьці затрыманых у Віцебску","<strong> Віцебскі праваабаронца Павел Левінаў паведаміў карэспандэнту БелаПАН , </strong> што казаць аб колькасьці затрыманых падчас пратэстаў","<strong> Віцебскі праваабаронца Павел Левінаў паведаміў карэспандэнту БелаПАН , </strong> што казаць аб колькасьці затрыманых у Віцебску",падчас пратэст,у Віцебск,затрымаць,падчас пратэстаў у Віцебску 9 і 10 жніўня,у Віцебску,8,2,падчас,у,пратэст,Віцебск,NOUN,PROPN,prepositional,prepositional,Postverbal,Belarusian
Толькі што на Пушкінскай у Менску заўважылі АМАП,Толькі што на Пушкінскай,Толькі што у Менску,Толькі што на Пушкінскай,Толькі што у Менску,на пушкінскі,у Менск,заўважыць,на Пушкінскай,у Менску,2,2,на,у,пушкінскі,Менск,ADJ,PROPN,prepositional,prepositional,Preverbal,Belarusian
<strong> Варшава гатовая выступіць пасярэднікам у перамовах паміж уладамі Беларусі і апазыцыяй .,<strong> Варшава гатовая выступіць пасярэднікам у перамовах,<strong> Варшава гатовая выступіць пасярэднікам паміж уладамі Беларусі і апазыцыяй,<strong> Варшава гатовая выступіць пасярэднікам у перамовах,<strong> Варшава гатовая выступіць пасярэднікам паміж уладамі,у перамова,паміж улада,выступіць,у перамовах,паміж уладамі Беларусі і апазыцыяй,2,5,у,паміж,перамова,улада,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
Пра гэта ў аўторак заявіў кіраўнік польскага МЗС Яцэк Чапутовіч падчас выступу ў Рызе . </strong>,Пра гэта,ў аўторак,Пра гэта,ў аўторак,пра гэта,у аўторак,заявіць,Пра гэта,ў аўторак,2,2,пра,у,гэта,аўторак,PRON,NOUN,prepositional,prepositional,Preverbal,Belarusian
"Кіраўнік Літвы акцэнтуе , што цяпер Ціханоўскай трэба прыйсьці ў сябе пасьля перажытага шоку і фізычных выпрабаваньняў .","Кіраўнік Літвы акцэнтуе , што цяпер Ціханоўскай трэба прыйсьці ў сябе","Кіраўнік Літвы акцэнтуе , што цяпер Ціханоўскай трэба прыйсьці пасьля перажытага шоку і фізычных выпрабаваньняў","Кіраўнік Літвы акцэнтуе , што цяпер Ціханоўскай трэба прыйсьці ў сябе","Кіраўнік Літвы акцэнтуе , што цяпер Ціханоўскай трэба прыйсьці пасьля шоку",у сябе,пасьля шок,прыйсьці,ў сябе,пасьля перажытага шоку і фізычных выпрабаваньняў,2,6,у,пасьля,сябе,шок,PRON,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Ён нагадвае пра біблейскую гісторыю пра Каіна , які забіў брата Абэля .",Ён нагадвае пра біблейскую гісторыю,"Ён нагадвае пра Каіна , які забіў брата Абэля",Ён нагадвае пра гісторыю,Ён нагадвае пра Каіна,пра гісторыя,пра Каін,нагадваць,пра біблейскую гісторыю,"пра Каіна , які забіў брата Абэля",3,7,пра,пра,гісторыя,Каін,NOUN,PROPN,prepositional,prepositional,Postverbal,Belarusian
"— Калі мы прасілі паказаць дакумэнты , нам адмаўлялі , а замест гэтага ў нашым горадзе затрымлівалі і ўжывалі сілу супрацоўнікі РАУС і іншыя службы » .","— Калі мы прасілі паказаць дакумэнты , нам адмаўлялі , а замест гэтага","— Калі мы прасілі паказаць дакумэнты , нам адмаўлялі , а ў нашым горадзе","— Калі мы прасілі паказаць дакумэнты , нам адмаўлялі , а замест гэтага","— Калі мы прасілі паказаць дакумэнты , нам адмаўлялі , а ў горадзе",замест гэта,у горад,затрымліваць,замест гэтага,ў нашым горадзе,2,3,замест,у,гэта,горад,PRON,NOUN,prepositional,prepositional,Preverbal,Belarusian
"Зьявілася відэа , як АМАП бяжыць за людзьмі ў жылы дом на Мсціслаўца 15","Зьявілася відэа , як АМАП бяжыць за людзьмі","Зьявілася відэа , як АМАП бяжыць ў жылы дом на Мсціслаўца 15","Зьявілася відэа , як АМАП бяжыць за людзьмі","Зьявілася відэа , як АМАП бяжыць ў дом",за чалавек,у дом,бегчы,за людзьмі,ў жылы дом на Мсціслаўца 15,2,6,за,у,чалавек,дом,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
У раёне праспэкту Прытыцкага на прыпынку ў заўважным месцы з тратуару зьнялі плітку .,У раёне праспэкту Прытыцкага на прыпынку,ў заўважным месцы з тратуару,У раёне,ў месцы,у раён,у месца,зьняць,У раёне праспэкту Прытыцкага на прыпынку,ў заўважным месцы з тратуару,6,5,у,у,раён,месца,NOUN,NOUN,prepositional,prepositional,Preverbal,Belarusian
"Тэлеканал паведаміў са спасылкай на праваахоўнікаў : такія знаходкі могуць паказваць , што сытуацыю « спрабавалі разгайдаць з-па-за межаў Беларусі » .",Тэлеканал паведаміў са спасылкай,"Тэлеканал паведаміў на праваахоўнікаў : такія знаходкі могуць паказваць , што сытуацыю « спрабавалі разгайдаць з-па-за межаў Беларусі »",Тэлеканал паведаміў са спасылкай,Тэлеканал паведаміў на праваахоўнікаў,са спасылка,на праваахоўнік,паведаміць,са спасылкай,"на праваахоўнікаў : такія знаходкі могуць паказваць , што сытуацыю « спрабавалі разгайдаць з-па-за межаў Беларусі »",2,17,са,на,спасылка,праваахоўнік,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Адзначаецца , што падчас сённяшняга збору асаблівых эксцэсаў не было , людзі з большага падпісваюцца , але многія ўсё нечага баяцца ( паставіць подпіс , назваць свой адрас , выказаць сваю думку адносна неабходнасці шанавання ахвяр сталіншчыны і г. д. ) , гэта як на вуліцы , так і па кватэрах .","Адзначаецца , што падчас сённяшняга збору асаблівых эксцэсаў","Адзначаецца , што з большага","Адзначаецца , што падчас збору","Адзначаецца , што з большага",падчас збор,з большы,падпісвацца,падчас сённяшняга збору асаблівых эксцэсаў,з большага,5,2,падчас,з,збор,большы,NOUN,ADJ,prepositional,prepositional,Preverbal,Belarusian
"Яны стаялі с пачатку варты каля сумна вядомага рэстарану , яны стаяць і зараз , іх не зламалі ні рэпрэсіі з боку ўлады , ні летняя спякота , ні асенні дождж і вецер !",Яны стаялі с пачатку варты,Яны стаялі каля сумна вядомага рэстарану,Яны стаялі с пачатку,Яны стаялі каля рэстарану,с пачатак,каля рэстаран,стаяць,с пачатку варты,каля сумна вядомага рэстарану,3,4,с,каля,пачатак,рэстаран,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
Далучайся да варты каля сумна вядомага рэстарану варта адбудзецца пры любым надвор’і кожны дзень тыдня з 12:00 да 20:30 гадзін .,Далучайся да варты,Далучайся каля сумна вядомага рэстарану,Далучайся да варты,Далучайся каля рэстарану,да варта,каля рэстаран,далучацца,да варты,каля сумна вядомага рэстарану,2,4,да,каля,варта,рэстаран,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
Хто будзе прысутнічаць з афіцыйных асоб ад імя дзяржавы – пакуль невядома .,Хто будзе прысутнічаць з афіцыйных асоб,Хто будзе прысутнічаць ад імя дзяржавы,Хто будзе прысутнічаць з асоб,Хто будзе прысутнічаць ад імя,з асоба,ад імя,прысутнічаць,з афіцыйных асоб,ад імя дзяржавы,3,3,з,ад,асоба,імя,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
Таксама вядзе нагляд за выкананнем пастановы Пракуратуры аб забаўляльных мерапрыемствах на тэрыторыі ахоўнай зоны ўрочышча Курапаты .,Таксама вядзе нагляд за выкананнем пастановы Пракуратуры,Таксама вядзе нагляд аб забаўляльных мерапрыемствах на тэрыторыі ахоўнай зоны ўрочышча Курапаты,Таксама вядзе нагляд за выкананнем,Таксама вядзе нагляд аб мерапрыемствах,за выкананне,аб мерапрыемства,весці,за выкананнем пастановы Пракуратуры,аб забаўляльных мерапрыемствах на тэрыторыі ахоўнай зоны ўрочышча Курапаты,4,9,за,аб,выкананне,мерапрыемства,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
У выніку зганьбяцца ды трапляюць у інтэрнэт у якасці пасмешышча . 😅,У выніку зганьбяцца ды трапляюць у інтэрнэт,У выніку зганьбяцца ды трапляюць у якасці пасмешышча,У выніку зганьбяцца ды трапляюць у інтэрнэт,У выніку зганьбяцца ды трапляюць у якасці,у інтэрнэт,у якасць,трапляць,у інтэрнэт,у якасці пасмешышча,2,3,у,у,інтэрнэт,якасць,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
А ў сераду 28 лістапада зноў зьбіраюся на варту ў Курапаты - з 12 . 00 да позьняга вечара .,А ў сераду 28 лістапада зноў зьбіраюся на варту,А ў сераду 28 лістапада зноў зьбіраюся ў Курапаты - з 12 . 00 да позьняга вечара,А ў сераду 28 лістапада зноў зьбіраюся на варту,А ў сераду 28 лістапада зноў зьбіраюся ў Курапаты,на варта,у Курапаты,зьбірацца,на варту,ў Курапаты - з 12 . 00 да позьняга вечара,2,10,на,у,варта,Курапаты,NOUN,PROPN,prepositional,prepositional,Postverbal,Belarusian
"Адзіны дзень , калі магу размаўляць з любым чалавекам практычна без абмежаваньняў .","Адзіны дзень , калі магу размаўляць з любым чалавекам","Адзіны дзень , калі магу размаўляць практычна без абмежаваньняў","Адзіны дзень , калі магу размаўляць з чалавекам","Адзіны дзень , калі магу размаўляць без абмежаваньняў",з чалавек,без абмежаваньне,размаўляць,з любым чалавекам,практычна без абмежаваньняў,3,3,з,без,чалавек,абмежаваньне,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Прыехаў да нас Руслан , дайвер , які сабраўся ісьці на яхце ў кругасьвет , пытаўся , дзе набыць бел-чырвона-белы сьцяг для яхты , мы прарэкламавалі "" Сымбаль "" ( Паша , бонус нам ) )","Прыехаў да нас Руслан , дайвер , які сабраўся ісьці на яхце","Прыехаў да нас Руслан , дайвер , які сабраўся ісьці ў кругасьвет","Прыехаў да нас Руслан , дайвер , які сабраўся ісьці на яхце","Прыехаў да нас Руслан , дайвер , які сабраўся ісьці ў кругасьвет",на яхта,у кругасьвет,ісьці,на яхце,ў кругасьвет,2,2,на,у,яхта,кругасьвет,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
За ўчорашні дзень у рэстарацыю заехала ўсяго чатыры машыны .,За ўчорашні дзень,у рэстарацыю,За дзень,у рэстарацыю,за дзень,у рэстарацыя,заехаць,За ўчорашні дзень,у рэстарацыю,3,2,за,у,дзень,рэстарацыя,NOUN,NOUN,prepositional,prepositional,Preverbal,Belarusian
"Думаю , Госпад дапусьціў гэтую сітуацыю з "" Бульбашхолам "" якраз да 30-годдзя адкрыцьця Курапатаў дзеля таго , каб беларусы яшчэ раз згадалі страшную праўду пра масавыя забойствы камуністычных часоў .","Думаю , Госпад дапусьціў гэтую сітуацыю з "" Бульбашхолам "" якраз да 30-годдзя адкрыцьця Курапатаў","Думаю , Госпад дапусьціў гэтую сітуацыю з "" Бульбашхолам "" дзеля таго , каб беларусы яшчэ раз згадалі страшную праўду пра масавыя забойствы камуністычных часоў","Думаю , Госпад дапусьціў гэтую сітуацыю з "" Бульбашхолам "" да 30-годдзя","Думаю , Госпад дапусьціў гэтую сітуацыю з "" Бульбашхолам "" дзеля таго",да 30-годдзе,дзеля тое,дапусьціць,якраз да 30-годдзя адкрыцьця Курапатаў,"дзеля таго , каб беларусы яшчэ раз згадалі страшную праўду пра масавыя забойствы камуністычных часоў",5,15,да,дзеля,30-годдзе,тое,NOUN,PRON,prepositional,prepositional,Postverbal,Belarusian
"Без памяці , без пакаяньня - няма адраджэньня .",Без памяці,", без пакаяньня -",Без памяці,без пакаяньня,без памяць,без пакаяньне,няма,Без памяці,", без пакаяньня -",2,4,без,без,памяць,пакаяньне,NOUN,NOUN,prepositional,prepositional,Preverbal,Belarusian
