Sentence,Context_PP1,Context_PP2,Context_PP1_simple,Context_PP2_simple,PP1_simple,PP2_simple,Verb,PP1,PP2,PP1_len,PP2_len,Adp1,Adp2,NP1,NP2,PP1_Pronom,PP2_Pronom,PP1_Type,PP2_Type,Position,Language
"Ons gaan voort om hierdie uitdagings die hoof te bied en sal al die nodige take uitvoer wat in ons vyfjaar- strategiese plan vir plaaslike regering vervat is , met inbegrip van daadwerklike hulp deur nasionale en provinsiale strukture aan munisipaliteite , die ontplooiing van opgeleide personeel , wat professionele vrywilligers uit die publiek insluit , en die versterking van wykskomitees , waarvan 80% reeds oor die hele land in die lewe geroep is .","Ons gaan voort om hierdie uitdagings die hoof te bied en sal al die nodige take uitvoer wat in ons vyfjaar- strategiese plan vir plaaslike regering vervat is , met inbegrip van daadwerklike hulp deur nasionale en provinsiale strukture aan munisipaliteite , die ontplooiing van opgeleide personeel , wat professionele vrywilligers uit die publiek insluit , en die versterking van wykskomitees , waarvan 80% reeds oor die hele land","Ons gaan voort om hierdie uitdagings die hoof te bied en sal al die nodige take uitvoer wat in ons vyfjaar- strategiese plan vir plaaslike regering vervat is , met inbegrip van daadwerklike hulp deur nasionale en provinsiale strukture aan munisipaliteite , die ontplooiing van opgeleide personeel , wat professionele vrywilligers uit die publiek insluit , en die versterking van wykskomitees , waarvan 80% reeds in die lewe","Ons gaan voort om hierdie uitdagings die hoof te bied en sal al die nodige take uitvoer wat in ons vyfjaar- strategiese plan vir plaaslike regering vervat is , met inbegrip van daadwerklike hulp deur nasionale en provinsiale strukture aan munisipaliteite , die ontplooiing van opgeleide personeel , wat professionele vrywilligers uit die publiek insluit , en die versterking van wykskomitees , waarvan 80% reeds oor land","Ons gaan voort om hierdie uitdagings die hoof te bied en sal al die nodige take uitvoer wat in ons vyfjaar- strategiese plan vir plaaslike regering vervat is , met inbegrip van daadwerklike hulp deur nasionale en provinsiale strukture aan munisipaliteite , die ontplooiing van opgeleide personeel , wat professionele vrywilligers uit die publiek insluit , en die versterking van wykskomitees , waarvan 80% reeds in lewe",oor land,in lewe,roep,oor die hele land,in die lewe,4,3,oor,in,land,lewe,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Loodsprogramme wat op volle belyning gerig is , is reeds in 13 distrikte en metro's in werking gestel .","Loodsprogramme wat op volle belyning gerig is , is reeds in 13 distrikte en metro's","Loodsprogramme wat op volle belyning gerig is , is reeds in werking","Loodsprogramme wat op volle belyning gerig is , is reeds in distrikte","Loodsprogramme wat op volle belyning gerig is , is reeds in werking",in distrik,in werking,stel,in 13 distrikte en metro's,in werking,5,2,in,in,distrik,werking,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Ten opsigte van mineraalverwerking sal ons byvoorbeeld 'n staatsdiamanthandelaar op die been bring wat 10% van ons plaaslike diamantproduksie sal aankoop en hierdie diamante aan plaaslike slypers en produsente sal verkoop .,Ten opsigte van mineraalverwerking,op die been,Ten opsigte,op been,ten opsigte,op been,bring,Ten opsigte van mineraalverwerking,op die been,4,3,ten,op,opsigte,been,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Ons is bly dat De Beers ingestem het om ons vir drie jaar lank gratis met die bestuur , tegniese vaardighede en batevoorsiening te help .",Ons is bly dat De Beers ingestem het om ons vir drie jaar lank,"Ons is bly dat De Beers ingestem het om ons met die bestuur , tegniese vaardighede en batevoorsiening",Ons is bly dat De Beers ingestem het om ons vir jaar,Ons is bly dat De Beers ingestem het om ons met bestuur,vir jaar,met bestuur,help,vir drie jaar lank,"met die bestuur , tegniese vaardighede en batevoorsiening",4,8,vir,met,jaar,bestuur,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Programme ontwikkel wat belegging sal vergemaklik in sektore wat deel uitmaak van die voorsieningsketting vir ons infrastruktuur , met inbegrip van kapitaalgoedere , inligting en kommunikasie-tegnologie ( ICT ) , vervoer en energie .","Programme ontwikkel wat belegging sal vergemaklik in sektore wat deel uitmaak van die voorsieningsketting vir ons infrastruktuur ,","Programme ontwikkel wat belegging sal vergemaklik met inbegrip van kapitaalgoedere , inligting en kommunikasie-tegnologie ( ICT ) , vervoer en energie",Programme ontwikkel wat belegging sal vergemaklik in sektore,Programme ontwikkel wat belegging sal vergemaklik met inbegrip,in sektor,met inbegrip,vergemaklik,"in sektore wat deel uitmaak van die voorsieningsketting vir ons infrastruktuur ,","met inbegrip van kapitaalgoedere , inligting en kommunikasie-tegnologie ( ICT ) , vervoer en energie",12,15,in,met,sektor,inbegrip,NOUN,NOUN,prepositional,prepositional,Postverbal,Afrikaans
"Ten opsigte van energie sal ons ook die werk bespoedig wat ons in staat sal stel om in 'n groter mate op die opwekking van kernkrag , aardgas en verskeie vorme van hernubare energiebronne staat te maak .",Ten opsigte van energie sal ons ook die werk bespoedig wat ons in staat sal stel om in 'n groter mate,"Ten opsigte van energie sal ons ook die werk bespoedig wat ons in staat sal stel om op die opwekking van kernkrag , aardgas en verskeie vorme van hernubare energiebronne",Ten opsigte van energie sal ons ook die werk bespoedig wat ons in staat sal stel om in mate,Ten opsigte van energie sal ons ook die werk bespoedig wat ons in staat sal stel om op opwekking,in mate,op opwekking,maak,in 'n groter mate,"op die opwekking van kernkrag , aardgas en verskeie vorme van hernubare energiebronne",4,13,in,op,mate,opwekking,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Die spesiale tarief sal regstreeks vergelykbaar wees met die tariewe wat in enige vergelykbare land vir dieselfde diens en kapasiteit gehef word .,Die spesiale tarief sal regstreeks vergelykbaar wees met die tariewe wat in enige vergelykbare land,Die spesiale tarief sal regstreeks vergelykbaar wees met die tariewe wat vir dieselfde diens en kapasiteit,Die spesiale tarief sal regstreeks vergelykbaar wees met die tariewe wat in land,Die spesiale tarief sal regstreeks vergelykbaar wees met die tariewe wat vir diens,in land,vir diens,hef,in enige vergelykbare land,vir dieselfde diens en kapasiteit,4,5,in,vir,land,diens,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Na indringende samesprekings tussen die Regering en universiteitsleiers is daar tot 'n vergelyk gekom en is besluite geneem oor die hulpbronne wat nodig is om te sorg dat die behoefte aan vaardighede waaraan daar 'n tekort is , vervul word .",Na indringende samesprekings tussen die Regering en universiteitsleiers,tot 'n vergelyk,Na samesprekings,tot vergelyk,na samespreking,tot vergelyk,kom,Na indringende samesprekings tussen die Regering en universiteitsleiers,tot 'n vergelyk,8,3,na,tot,samespreking,vergelyk,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Ons wil die maatskaplike programme wat ons oor die jare heen in werking gestel het , verbeter .",Ons wil die maatskaplike programme wat ons oor die jare heen,Ons wil die maatskaplike programme wat ons in werking,Ons wil die maatskaplike programme wat ons oor jare,Ons wil die maatskaplike programme wat ons in werking,oor jaar,in werking,stel,oor die jare heen,in werking,4,2,oor,in,jaar,werking,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Met hierdie doel voor oë wil ons vanjaar ons stelsel van maatskaplike sekerheid so hervorm dat daar so gou moontlik begin kan word om dit in verskillende fases in werking te stel .,Met hierdie doel voor oë wil ons vanjaar ons stelsel van maatskaplike sekerheid so hervorm dat daar so gou moontlik begin kan word om dit in verskillende fases,Met hierdie doel voor oë wil ons vanjaar ons stelsel van maatskaplike sekerheid so hervorm dat daar so gou moontlik begin kan word om dit in werking,Met hierdie doel voor oë wil ons vanjaar ons stelsel van maatskaplike sekerheid so hervorm dat daar so gou moontlik begin kan word om dit in fases,Met hierdie doel voor oë wil ons vanjaar ons stelsel van maatskaplike sekerheid so hervorm dat daar so gou moontlik begin kan word om dit in werking,in fase,in werking,stel,in verskillende fases,in werking,3,2,in,in,fase,werking,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
In hierdie verband wil ek van die geleentheid gebruik maak om te beklemtoon dat die Regering en ons vennote by Santaco hulle nie sal laat boelie om die taxi-herkapitaliseringsprojek te laat vaar nie .,In hierdie verband,van die geleentheid,In verband,van geleentheid,in verband,van geleentheid,maak,In hierdie verband,van die geleentheid,3,3,in,van,verband,geleentheid,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Om toe te sien dat maatreëls ter verlaging van die koste van medisyne onmiddellik in werking gestel word .,Om toe te sien dat,in werking,Om sien,in werking,om sien,in werking,stel,Om toe te sien dat,in werking,5,2,om,in,sien,werking,VERB,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Die uitdaging wat ons in die vind van oplossings vir hierdie kwessie in die gesig staar , het min met beleid te make .",Die uitdaging wat ons in die vind van oplossings vir hierdie kwessie,Die uitdaging wat ons in die gesig,Die uitdaging wat ons in vind,Die uitdaging wat ons in gesig,in vind,in gesig,staar,in die vind van oplossings vir hierdie kwessie,in die gesig,8,3,in,in,vind,gesig,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Die forensiese laboratoriums , wat met die heel nuutste tegnologie toegerus is , tot hulle volle kapasiteit uitbou ; en sorg dat die databasis met vingerafdrukke optimaal gebruik word - 'n groot deel van die onlangse sukses met die oplos van ernstige misdaadsake is inderdaad deur hierdie stelsels moontlik gemaak .","Die forensiese laboratoriums , wat met die heel nuutste tegnologie toegerus is , tot hulle volle kapasiteit uitbou ; en sorg dat die databasis met vingerafdrukke optimaal gebruik word - 'n groot deel van die onlangse sukses met die oplos van ernstige misdaadsake","Die forensiese laboratoriums , wat met die heel nuutste tegnologie toegerus is , tot hulle volle kapasiteit uitbou ; en sorg dat die databasis met vingerafdrukke optimaal gebruik word - 'n groot deel van die onlangse sukses deur hierdie stelsels","Die forensiese laboratoriums , wat met die heel nuutste tegnologie toegerus is , tot hulle volle kapasiteit uitbou ; en sorg dat die databasis met vingerafdrukke optimaal gebruik word - 'n groot deel van die onlangse sukses met oplos","Die forensiese laboratoriums , wat met die heel nuutste tegnologie toegerus is , tot hulle volle kapasiteit uitbou ; en sorg dat die databasis met vingerafdrukke optimaal gebruik word - 'n groot deel van die onlangse sukses deur stelsels",met oplos,deur stelsel,maak,met die oplos van ernstige misdaadsake,deur hierdie stelsels,6,3,met,deur,oplos,stelsel,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Die proses gerig op die modernisering van die Suid-Afrikaanse Inkomstediens se stelsels , veral met betrekking tot grensbeheer , van stapel stuur ; en die interdepartementele koördineringstrukture se werk in hierdie verband verbeter .","Die proses gerig op die modernisering van die Suid-Afrikaanse Inkomstediens se stelsels ,","Die proses gerig met betrekking tot grensbeheer ,",Die proses gerig op modernisering,Die proses gerig met betrekking,op modernisering,met betrekking,rig,"op die modernisering van die Suid-Afrikaanse Inkomstediens se stelsels ,","met betrekking tot grensbeheer ,",10,5,op,met,modernisering,betrekking,NOUN,NOUN,prepositional,prepositional,Postverbal,Afrikaans
"Die nuwe tegnologie wat aan die regstelsel verskaf is , optimaal gebruik , en die bestuur van die howe en vervolgingsgesag oor die algemeen só verbeter dat dit 'n massiewe vermindering in die agterstand met die verhoor van sake teweeg sal bring .","Die nuwe tegnologie wat aan die regstelsel verskaf is , optimaal gebruik , en die bestuur van die howe en vervolgingsgesag oor die algemeen só verbeter dat dit 'n massiewe vermindering in die agterstand","Die nuwe tegnologie wat aan die regstelsel verskaf is , optimaal gebruik , en die bestuur van die howe en vervolgingsgesag oor die algemeen só verbeter dat dit 'n massiewe vermindering met die verhoor van sake","Die nuwe tegnologie wat aan die regstelsel verskaf is , optimaal gebruik , en die bestuur van die howe en vervolgingsgesag oor die algemeen só verbeter dat dit 'n massiewe vermindering in agterstand","Die nuwe tegnologie wat aan die regstelsel verskaf is , optimaal gebruik , en die bestuur van die howe en vervolgingsgesag oor die algemeen só verbeter dat dit 'n massiewe vermindering met verhoor",in agterstand,met verhoor,bring,in die agterstand,met die verhoor van sake,3,5,in,met,agterstand,verhoor,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Met hierdie doel voor oë sal twee groot opnames in 2007 gemaak word .,Met hierdie doel voor oë,in 2007,Met doel,in 2007,met doel,in 2007,maak,Met hierdie doel voor oë,in 2007,5,2,met,in,doel,2007,NOUN,SYM,prepositional,prepositional,Preverbal,Afrikaans
"Vandag moet ons , met selfs groter selfvertroue , oor vryheid praat .","Vandag moet ons , met selfs groter selfvertroue ,","Vandag moet ons , oor vryheid","Vandag moet ons , met selfvertroue","Vandag moet ons , oor vryheid",met selfvertroue,oor vryheid,praat,"met selfs groter selfvertroue ,",oor vryheid,5,2,met,oor,selfvertroue,vryheid,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Ek sê dit want , na ons oordeel , is dit selde dat daar 'n beroep gemaak word op 'n nasie word om alles moontlik te doen om 'n droom te verwesenlik .","Ek sê dit want , na ons oordeel , is dit selde dat daar 'n beroep gemaak word op 'n nasie","Ek sê dit want , na ons oordeel , is dit selde dat daar 'n beroep gemaak word om alles moontlik te doen om 'n droom te verwesenlik .","Ek sê dit want , na ons oordeel , is dit selde dat daar 'n beroep gemaak word op nasie","Ek sê dit want , na ons oordeel , is dit selde dat daar 'n beroep gemaak word om doen",op nasie,om doen,maak,op 'n nasie,om alles moontlik te doen om 'n droom te verwesenlik .,3,11,op,om,nasie,doen,NOUN,VERB,prepositional,prepositional,Postverbal,Afrikaans
"Hulle verteenwoordig inderdaad 'n feesviering van die onblusbare gees van ons mense , en stel 'n uitdaging aan ons almal om só op te tree dat ons nie die verwagtinge van die mense verraai of teleurstel nie .","Hulle verteenwoordig inderdaad 'n feesviering van die onblusbare gees van ons mense , en stel 'n uitdaging aan ons almal","Hulle verteenwoordig inderdaad 'n feesviering van die onblusbare gees van ons mense , en stel 'n uitdaging om só op te tree dat ons nie die verwagtinge van die mense verraai of teleurstel nie .","Hulle verteenwoordig inderdaad 'n feesviering van die onblusbare gees van ons mense , en stel 'n uitdaging aan ons","Hulle verteenwoordig inderdaad 'n feesviering van die onblusbare gees van ons mense , en stel 'n uitdaging om tree",aan ons,om tree,stel,aan ons almal,om só op te tree dat ons nie die verwagtinge van die mense verraai of teleurstel nie .,3,18,aan,om,ons,tree,PRON,VERB,prepositional,prepositional,Postverbal,Afrikaans
"Ek is verheug om te sê dat ons inderdaad baie uitgerig het om die verbintenisse wat ons aan die mense in 2004 gemaak het , te implementeer .",Ek is verheug om te sê dat ons inderdaad baie uitgerig het om die verbintenisse wat ons aan die mense,Ek is verheug om te sê dat ons inderdaad baie uitgerig het om die verbintenisse wat ons in 2004,Ek is verheug om te sê dat ons inderdaad baie uitgerig het om die verbintenisse wat ons aan mense,Ek is verheug om te sê dat ons inderdaad baie uitgerig het om die verbintenisse wat ons in 2004,aan mens,in 2004,maak,aan die mense,in 2004,3,2,aan,in,mens,2004,NOUN,SYM,prepositional,prepositional,Preverbal,Afrikaans
"Gelukkig het hierdie Staatsrede my die geleentheid gebied om verslag te doen aan die Regering en die mense ten opsigte van 24 top-prioriteite , wat vir eerbare lede beskikbaar sal wees op die Regering se webtuiste gedurende die verloop van volgende week .",Gelukkig het hierdie Staatsrede my die geleentheid gebied om verslag te doen aan die Regering en die mense,"Gelukkig het hierdie Staatsrede my die geleentheid gebied om verslag te doen ten opsigte van 24 top-prioriteite , wat vir eerbare lede beskikbaar sal wees op die Regering se webtuiste gedurende die verloop van volgende week .",Gelukkig het hierdie Staatsrede my die geleentheid gebied om verslag te doen aan Regering,Gelukkig het hierdie Staatsrede my die geleentheid gebied om verslag te doen ten opsigte,aan regering,ten opsigte,doen,aan die Regering en die mense,"ten opsigte van 24 top-prioriteite , wat vir eerbare lede beskikbaar sal wees op die Regering se webtuiste gedurende die verloop van volgende week .",6,25,aan,ten,regering,opsigte,NOUN,NOUN,prepositional,prepositional,Postverbal,Afrikaans
"Wanneer ons praat van "" Besigheid Buitengewoon "" verwys ons nie na enige veranderings in ons bestaande beleide nie , maar wel na die spoedige , doeltreffende en doelmatige implementering van hierdie beleide en programme , sodat die lewensgehalte van ons mense ten goede kan verander , eerder vroeër as later .","Wanneer ons praat van "" Besigheid Buitengewoon "" verwys ons nie na enige veranderings in ons bestaande beleide","Wanneer ons praat van "" Besigheid Buitengewoon "" verwys ons nie na die spoedige , doeltreffende en doelmatige implementering van hierdie beleide en programme , sodat die lewensgehalte van ons mense ten goede kan verander , eerder vroeër as later .","Wanneer ons praat van "" Besigheid Buitengewoon "" verwys ons nie na veranderings","Wanneer ons praat van "" Besigheid Buitengewoon "" verwys ons nie na implementering",na verandering,na implementering,verwys,na enige veranderings in ons bestaande beleide,"na die spoedige , doeltreffende en doelmatige implementering van hierdie beleide en programme , sodat die lewensgehalte van ons mense ten goede kan verander , eerder vroeër as later .",7,30,na,na,verandering,implementering,NOUN,NOUN,prepositional,prepositional,Postverbal,Afrikaans
Dit is egter ook nodig dat ons van hierdie geleentheid gebruik maak om namens die Regering en Eskom die land om verskoning te vra vir die nasionale noodtoestand wat tot gevolg gehad het dat ons almal die gevolge van beurtkrag moes ervaar .,Dit is egter ook nodig dat ons van hierdie geleentheid gebruik maak om namens die Regering en Eskom,Dit is egter ook nodig dat ons van hierdie geleentheid gebruik maak om om verskoning,Dit is egter ook nodig dat ons van hierdie geleentheid gebruik maak om namens Regering,Dit is egter ook nodig dat ons van hierdie geleentheid gebruik maak om om verskoning,namens regering,om verskoning,vra,namens die Regering en Eskom,om verskoning,5,2,namens,om,regering,verskoning,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Ek sal 'n vergadering belê met die Gesamentlike Presidensiële Werkgroepe om ons oorkoepelende aksies te koördineer , en ons sal ook binnekort 'n span van "" Energiekampioene "" ' aankondig wat sal bestaan uit vooraanstaande en kundige Suid-Afrikaners wat die Regering gaan bystaan met die energiedoeltreffendheidsveldtog en wat beleggers en gemeenskappe op hoogte sal hou van die werklike situasie en hoe hulle kan bydra om ons huidige uitdagings aan te spreek .",Ek sal 'n vergadering belê met die Gesamentlike Presidensiële Werkgroepe,"Ek sal 'n vergadering belê om ons oorkoepelende aksies te koördineer ,",Ek sal 'n vergadering belê met Werkgroepe,Ek sal 'n vergadering belê om koördineer,met werkgroep,om koördineer,belê,met die Gesamentlike Presidensiële Werkgroepe,"om ons oorkoepelende aksies te koördineer ,",5,7,met,om,werkgroep,koördineer,NOUN,VERB,prepositional,prepositional,Postverbal,Afrikaans
Ek twyfel natuurlik glad nie dat ons ons beloftes sal gestand doen aan FIFA en die wêreldgemeenskap van sokkerspelers en -liefhebbers nie om al die nodige omstandighede te skep om die beste FIFA Wêreldbeker-sokkertoernooi ooit aan te bied .,Ek twyfel natuurlik glad nie dat ons ons beloftes sal gestand doen aan FIFA en die wêreldgemeenskap van sokkerspelers en -liefhebbers,Ek twyfel natuurlik glad nie dat ons ons beloftes sal gestand doen om al die nodige omstandighede te skep om die beste FIFA Wêreldbeker-sokkertoernooi ooit aan te bied .,Ek twyfel natuurlik glad nie dat ons ons beloftes sal gestand doen aan FIFA,Ek twyfel natuurlik glad nie dat ons ons beloftes sal gestand doen om skep,aan FIFA,om skep,doen,aan FIFA en die wêreldgemeenskap van sokkerspelers en -liefhebbers,om al die nodige omstandighede te skep om die beste FIFA Wêreldbeker-sokkertoernooi ooit aan te bied .,9,17,aan,om,FIFA,skep,X,VERB,prepositional,prepositional,Postverbal,Afrikaans
"In die lig van die traagheid waarmee die Regering aansoeke verwerk ten opsigte van beleggings met betrekking tot aangeleenthede soos grondverkryging , infrastruktuur en omgewingsimpakevaluerings - waarvan almal somtyds beleggers se besluite positief of negatief kan beïnvloed - het ons besluit , in die gees van "" Besigheid Buitengewoon "" , om so gou moontlik 'n inbelsentrum op te rig sodat beleggers en die Regering hierdie prosesse kan moniteer .","In die lig van die traagheid waarmee die Regering aansoeke verwerk ten opsigte van beleggings met betrekking tot aangeleenthede soos grondverkryging , infrastruktuur en omgewingsimpakevaluerings - waarvan almal somtyds beleggers se besluite positief of negatief kan beïnvloed - het ons besluit , in die gees van "" Besigheid Buitengewoon "" ,","In die lig van die traagheid waarmee die Regering aansoeke verwerk ten opsigte van beleggings met betrekking tot aangeleenthede soos grondverkryging , infrastruktuur en omgewingsimpakevaluerings - waarvan almal somtyds beleggers se besluite positief of negatief kan beïnvloed - het ons besluit , om so gou moontlik 'n inbelsentrum op te rig sodat beleggers en die Regering hierdie prosesse kan moniteer .","In die lig van die traagheid waarmee die Regering aansoeke verwerk ten opsigte van beleggings met betrekking tot aangeleenthede soos grondverkryging , infrastruktuur en omgewingsimpakevaluerings - waarvan almal somtyds beleggers se besluite positief of negatief kan beïnvloed - het ons besluit , in gees","In die lig van die traagheid waarmee die Regering aansoeke verwerk ten opsigte van beleggings met betrekking tot aangeleenthede soos grondverkryging , infrastruktuur en omgewingsimpakevaluerings - waarvan almal somtyds beleggers se besluite positief of negatief kan beïnvloed - het ons besluit , om rig",in gees,om rig,besluit,"in die gees van "" Besigheid Buitengewoon "" ,",om so gou moontlik 'n inbelsentrum op te rig sodat beleggers en die Regering hierdie prosesse kan moniteer .,9,19,in,om,gees,rig,NOUN,VERB,prepositional,prepositional,Postverbal,Afrikaans
"Ten opsigte van die program om volhoubare menslike huisvesting te verskaf , is ons nou in staat om 260 000 behuisingseenhede per jaar te voorsien , en 'n ooreenkoms is bereik met Salga om 'n moratorium te plaas op die verkoop van grond wat aangewend kan word vir die behuisingsprogram .","Ten opsigte van die program om volhoubare menslike huisvesting te verskaf , is ons nou in staat om 260 000 behuisingseenhede per jaar te voorsien , en 'n ooreenkoms is bereik met Salga","Ten opsigte van die program om volhoubare menslike huisvesting te verskaf , is ons nou in staat om 260 000 behuisingseenhede per jaar te voorsien , en 'n ooreenkoms is bereik om 'n moratorium te plaas op die verkoop van grond wat aangewend kan word vir die behuisingsprogram .","Ten opsigte van die program om volhoubare menslike huisvesting te verskaf , is ons nou in staat om 260 000 behuisingseenhede per jaar te voorsien , en 'n ooreenkoms is bereik met Salga","Ten opsigte van die program om volhoubare menslike huisvesting te verskaf , is ons nou in staat om 260 000 behuisingseenhede per jaar te voorsien , en 'n ooreenkoms is bereik om plaas",met Salga,om plaas,bereik,met Salga,om 'n moratorium te plaas op die verkoop van grond wat aangewend kan word vir die behuisingsprogram .,2,18,met,om,Salga,plaas,X,VERB,prepositional,prepositional,Postverbal,Afrikaans
"Die Begroting sal voorsiening maak vir 'n verhoging in die maatskapliketoelae-stelsel deur die ouderdom vir ouderdomspensioen gelyk te stel aan 60 , en wat gevolglik ongeveer 'n halfmiljoen mans sal bevoordeel .",Die Begroting sal voorsiening maak vir 'n verhoging in die maatskapliketoelae-stelsel,"Die Begroting sal voorsiening maak deur die ouderdom vir ouderdomspensioen gelyk te stel aan 60 ,",Die Begroting sal voorsiening maak vir verhoging,Die Begroting sal voorsiening maak deur stel,vir verhoging,deur stel,maak,vir 'n verhoging in die maatskapliketoelae-stelsel,"deur die ouderdom vir ouderdomspensioen gelyk te stel aan 60 ,",6,11,vir,deur,verhoging,stel,NOUN,VERB,prepositional,prepositional,Postverbal,Afrikaans
"Ons beoog ook om gedurende hierdie jaar die hoeveelheid mense wat versuim om TB-behandeling te voltooi , te verminder van 10% na 7% , en om meer as 3 000 gesondheidspersoneel op te lei in die bestuur van die siekte , en om seker te maak dat alle pasiënte wat bestand is teen TB-medikasie , behandeling ontvang .","Ons beoog ook om gedurende hierdie jaar die hoeveelheid mense wat versuim om TB-behandeling te voltooi , te verminder van 10%","Ons beoog ook om gedurende hierdie jaar die hoeveelheid mense wat versuim om TB-behandeling te voltooi , te verminder na 7% ,","Ons beoog ook om gedurende hierdie jaar die hoeveelheid mense wat versuim om TB-behandeling te voltooi , te verminder van 10%","Ons beoog ook om gedurende hierdie jaar die hoeveelheid mense wat versuim om TB-behandeling te voltooi , te verminder na 7%",van 10%,na 7%,verminder,van 10%,"na 7% ,",2,3,van,na,10%,7%,SYM,SYM,prepositional,prepositional,Postverbal,Afrikaans
"Dit sal onder andere behels dat 'n nuwe koördinerende en bestuurstruktuur op alle vlakke van die stelsel opgestel word , van nasionale vlak tot plaaslik , en wat die Regbank en magistrate verenig , asook die polisie , aanklaers , korrektiewe dienste en die Regshulpraad , sowel as ander intervensies , insluitend die bemagtiging van die gemeenskapspolisiëringsforums .","Dit sal onder andere behels dat 'n nuwe koördinerende en bestuurstruktuur op alle vlakke van die stelsel opgestel word , van nasionale vlak","Dit sal onder andere behels dat 'n nuwe koördinerende en bestuurstruktuur op alle vlakke van die stelsel opgestel word , tot plaaslik ,","Dit sal onder andere behels dat 'n nuwe koördinerende en bestuurstruktuur op alle vlakke van die stelsel opgestel word , van vlak","Dit sal onder andere behels dat 'n nuwe koördinerende en bestuurstruktuur op alle vlakke van die stelsel opgestel word , tot plaaslik",van vlak,tot plaaslik,opstel,van nasionale vlak,"tot plaaslik ,",3,3,van,tot,vlak,plaaslik,NOUN,ADJ,prepositional,prepositional,Postverbal,Afrikaans
"Gelei deur die behoefte om die aanslag teen georganiseerde misdaad te verskerp , asook die aanbevelings van die Khampepe Regskommissie ten opsigte van die werking en ligging van die Direktoraat vir Spesiale Operasies en deur verder oor hierdie aangeleentheid te besin , insluitend die hervorming van die strafregstelsel , sal ons teen die einde van Maart vanjaar met die Parlement samesprekings voer aangaande wetgewing en ander besluitnemingsmaatreëls om ons vermoë om misdaad te beveg , verder te verbeter .","Gelei deur die behoefte om die aanslag teen georganiseerde misdaad te verskerp , asook die aanbevelings van die Khampepe Regskommissie ten opsigte van die werking en ligging van die Direktoraat vir Spesiale Operasies en deur verder oor hierdie aangeleentheid te besin , insluitend die hervorming van die strafregstelsel , sal ons teen die einde van Maart","Gelei deur die behoefte om die aanslag teen georganiseerde misdaad te verskerp , asook die aanbevelings van die Khampepe Regskommissie ten opsigte van die werking en ligging van die Direktoraat vir Spesiale Operasies en deur verder oor hierdie aangeleentheid te besin , insluitend die hervorming van die strafregstelsel , sal ons met die Parlement","Gelei deur die behoefte om die aanslag teen georganiseerde misdaad te verskerp , asook die aanbevelings van die Khampepe Regskommissie ten opsigte van die werking en ligging van die Direktoraat vir Spesiale Operasies en deur verder oor hierdie aangeleentheid te besin , insluitend die hervorming van die strafregstelsel , sal ons teen einde","Gelei deur die behoefte om die aanslag teen georganiseerde misdaad te verskerp , asook die aanbevelings van die Khampepe Regskommissie ten opsigte van die werking en ligging van die Direktoraat vir Spesiale Operasies en deur verder oor hierdie aangeleentheid te besin , insluitend die hervorming van die strafregstelsel , sal ons met Parlement",teen einde,met parlement,voer,teen die einde van Maart,met die Parlement,5,3,teen,met,einde,parlement,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Tweedens behoort alle senior bestuurders hul prestasieooreenkomste teen Mei van elke jaar ( en binne twee maande na die aanvang van die finansiële jaar op plaaslike regeringsvlak ) by die betrokke owerhede ingedien het .,Tweedens behoort alle senior bestuurders hul prestasieooreenkomste teen Mei van elke jaar ( en binne twee maande na die aanvang van die finansiële jaar op plaaslike regeringsvlak ),Tweedens behoort alle senior bestuurders hul prestasieooreenkomste by die betrokke owerhede,Tweedens behoort alle senior bestuurders hul prestasieooreenkomste teen Mei,Tweedens behoort alle senior bestuurders hul prestasieooreenkomste by owerhede,teen Mei,by owerheid,indien,teen Mei van elke jaar ( en binne twee maande na die aanvang van die finansiële jaar op plaaslike regeringsvlak ),by die betrokke owerhede,21,4,teen,by,Mei,owerheid,PROPN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
